AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
23.9,1.83,0.33,0.14,0.3,12.4,12.6,35.1,30.0,11.0,0.0,82.0,1.9,1.97,54.0,52.0,3.2,2.3
23.8,1.84,0.35,0.14,0.3,14.7,15.1,30.8,29.0,12.0,0.0,79.0,2.1,1.98,53.0,52.0,3.6,2.6
24.0,1.82,0.25,0.09,0.3,9.3,9.5,37.9,18.0,14.0,0.0,77.0,1.6,1.91,53.0,49.0,2.7,2.4
24.0,1.81,0.21,0.07,0.3,7.5,7.7,38.5,27.0,13.0,0.0,77.0,2.1,1.88,56.0,58.0,2.9,2.0
23.9,1.81,0.21,0.08,0.0,7.5,7.5,37.0,27.0,22.0,0.0,77.0,1.8,1.89,59.0,52.0,3.1,2.2
23.6,1.83,0.27,0.1,0.3,9.6,10.1,33.6,30.0,9.0,0.0,78.0,2.6,1.93,54.0,58.0,2.8,2.2
23.4,1.84,0.26,0.1,0.3,9.4,9.9,32.0,29.0,14.0,0.0,79.0,2.7,1.94,55.0,58.0,3.0,2.1
23.2,1.84,0.25,0.12,0.6,10.9,11.4,30.4,27.0,11.0,0.0,79.0,2.7,1.96,59.0,64.0,2.4,1.9
23.1,1.84,0.23,0.11,0.3,10.0,10.5,31.3,24.0,13.0,0.0,78.0,2.9,1.95,54.0,43.0,2.9,2.1
23.1,1.81,0.22,0.1,0.3,8.8,9.0,34.6,25.0,13.0,0.0,76.0,2.8,1.91,65.0,76.0,3.3,2.3
23.2,1.81,0.24,0.08,0.7,11.4,12.1,32.2,27.0,12.0,0.0,75.0,2.7,1.89,67.0,63.0,3.2,2.4
24.0,1.76,0.26,0.05,1.4,10.4,11.8,39.9,26.0,11.0,0.0,70.0,2.2,1.81,65.0,63.0,4.0,2.9
24.7,1.77,0.33,0.08,2.3,12.0,14.3,38.0,32.0,12.0,0.0,67.0,2.7,1.85,68.0,69.0,3.6,2.8
26.1,1.78,0.36,0.11,3.3,13.3,16.6,40.0,30.0,11.0,0.0,61.0,2.8,1.89,60.0,54.0,3.6,3.1
26.8,1.78,0.32,0.09,2.7,10.8,13.5,48.7,32.0,11.0,0.0,56.0,2.3,1.87,61.0,55.0,4.0,3.3
27.6,1.75,0.25,0.08,1.4,7.6,8.9,54.2,35.0,11.0,0.0,54.0,1.9,1.83,61.0,58.0,3.9,3.3
28.0,1.75,0.26,0.08,1.4,9.1,10.5,56.4,32.0,10.0,0.0,52.0,2.2,1.83,63.0,60.0,4.0,2.8
28.0,1.74,0.23,0.07,1.2,7.9,9.1,57.2,33.0,14.0,0.0,52.0,2.3,1.81,60.0,48.0,4.6,3.3
27.5,1.75,0.23,0.07,1.2,6.9,8.1,55.1,35.0,12.0,0.0,54.0,1.9,1.82,64.0,75.0,3.6,3.2
27.1,1.75,0.25,0.08,1.0,9.1,10.0,54.5,39.0,14.0,0.0,53.0,2.2,1.83,60.0,55.0,4.4,3.5
26.1,1.76,0.25,0.09,0.8,9.0,9.9,50.7,36.0,11.0,0.0,58.0,1.6,1.85,57.0,61.0,4.3,3.1
25.1,1.77,0.31,0.14,0.7,12.3,13.0,43.1,37.0,15.0,0.0,63.0,1.9,1.91,60.0,66.0,2.7,2.5
24.4,1.78,0.36,0.15,0.5,16.2,16.7,37.7,37.0,18.0,0.0,64.0,2.5,1.93,67.0,59.0,3.4,2.7
23.9,1.77,0.3,0.12,0.3,12.5,12.7,44.9,33.0,14.0,0.0,66.0,2.4,1.89,73.0,69.0,3.6,2.6
23.6,1.76,0.24,0.06,0.3,8.3,8.5,52.1,33.0,11.0,0.0,65.0,2.0,1.82,75.0,77.0,3.8,2.9
23.4,1.75,0.26,0.06,0.3,8.8,9.2,48.7,26.0,15.0,0.0,63.0,2.1,1.81,75.0,80.0,3.7,3.0
23.1,1.8,0.34,0.1,0.3,13.0,13.5,40.4,28.0,13.0,0.0,65.0,3.3,1.9,69.0,69.0,3.1,2.2
22.7,1.81,0.32,0.09,0.5,14.3,14.8,38.7,29.0,10.0,0.0,67.0,3.4,1.9,67.0,60.0,2.4,1.9
22.6,1.81,0.3,0.08,0.3,12.6,12.9,39.5,27.0,14.0,0.0,68.0,3.4,1.89,69.0,67.0,2.7,2.4
22.6,1.82,0.3,0.1,0.7,13.6,14.3,36.8,30.0,16.0,0.0,68.0,3.9,1.92,76.0,79.0,3.1,2.1
22.5,1.86,0.28,0.1,0.3,15.1,15.6,35.9,33.0,13.0,0.0,68.0,4.5,1.96,70.0,84.0,2.4,1.9
22.3,1.82,0.22,0.06,0.3,9.3,9.6,43.3,26.0,13.0,0.0,69.0,2.6,1.88,82.0,95.0,2.4,1.6
22.0,1.8,0.18,0.05,0.3,8.4,8.8,43.6,30.0,13.0,0.0,71.0,2.0,1.85,86.0,85.0,2.5,2.2
22.0,1.8,0.18,0.02,0.3,7.3,7.7,46.3,26.0,11.0,0.0,70.0,1.5,1.82,82.0,82.0,2.4,2.1
22.3,1.78,0.21,0.03,0.3,7.9,8.3,45.8,24.0,16.0,0.0,67.0,1.2,1.81,77.0,77.0,2.6,1.9
23.4,1.77,0.29,0.05,1.0,10.9,11.9,44.4,27.0,11.0,0.0,62.0,1.3,1.82,76.0,68.0,2.5,1.8
24.9,1.76,0.25,0.04,1.3,8.3,9.6,49.9,31.0,14.0,0.0,60.0,1.8,1.8,67.0,73.0,3.7,2.6
25.8,1.77,0.27,0.06,1.4,9.2,10.6,52.3,37.0,13.0,0.0,60.0,2.0,1.83,67.0,68.0,3.9,3.0
26.1,1.8,0.34,0.11,1.8,12.3,14.1,52.3,33.0,13.0,0.0,60.0,2.1,1.91,65.0,65.0,3.7,2.9
26.9,1.8,0.33,0.11,2.1,13.1,15.2,56.3,40.0,18.0,0.0,58.0,2.0,1.91,64.0,55.0,3.8,2.9
27.4,1.8,0.32,0.11,1.9,12.6,14.5,60.9,39.0,18.0,0.0,56.0,2.1,1.91,57.0,65.0,3.7,3.0
27.3,1.79,0.26,0.07,1.1,9.1,10.1,67.5,41.0,20.0,0.0,57.0,1.9,1.86,54.0,50.0,4.7,3.2
26.8,1.79,0.27,0.08,0.8,8.9,9.7,68.4,41.0,17.0,0.0,59.0,2.1,1.87,58.0,55.0,4.7,3.7
26.1,1.8,0.27,0.08,0.8,8.9,9.7,69.3,41.0,20.0,0.0,60.0,1.9,1.88,56.0,60.0,5.0,3.8
25.2,1.82,0.34,0.1,0.6,11.7,12.3,73.8,50.0,25.0,0.0,64.0,2.0,1.92,59.0,64.0,3.6,3.1
24.2,1.85,0.4,0.12,0.5,15.2,15.7,71.3,56.0,27.0,0.0,67.0,2.0,1.97,55.0,62.0,3.7,3.0
23.5,1.85,0.42,0.12,0.3,14.1,14.5,73.1,48.0,31.0,0.0,69.0,2.0,1.97,61.0,73.0,2.9,2.6
23.3,1.84,0.39,0.12,0.3,14.9,15.3,66.1,45.0,30.0,0.0,68.0,2.4,1.96,75.0,82.0,3.7,2.7
23.2,1.85,0.39,0.13,0.6,17.4,18.0,56.6,37.0,24.0,0.0,68.0,2.2,1.98,71.0,67.0,2.8,2.3
22.9,1.86,0.46,0.16,0.7,19.9,20.6,50.1,42.0,23.0,0.0,69.0,2.9,2.02,74.0,74.0,3.8,2.7
23.0,1.84,0.36,0.09,0.3,14.1,14.3,56.2,37.0,17.0,0.0,70.0,2.1,1.93,73.0,71.0,3.2,2.4
23.1,1.84,0.29,0.08,0.3,11.3,11.8,56.9,33.0,20.0,0.0,71.0,1.9,1.92,64.0,63.0,3.7,2.4
23.1,1.84,0.28,0.11,0.3,11.4,11.8,53.4,34.0,26.0,0.0,74.0,2.5,1.95,57.0,57.0,4.5,3.1
23.1,1.81,0.24,0.06,0.0,7.3,7.3,54.8,38.0,17.0,0.0,78.0,1.7,1.87,58.0,57.0,4.6,3.5
23.0,1.79,0.22,0.03,0.3,5.9,6.1,55.4,35.0,14.0,0.0,78.0,1.5,1.82,58.0,58.0,4.9,3.9
22.8,1.79,0.22,0.05,0.3,5.8,5.9,54.9,35.0,15.0,0.0,78.0,1.4,1.84,68.0,75.0,3.7,2.6
22.3,1.8,0.24,0.06,0.3,6.2,6.3,54.6,32.0,19.0,0.0,80.0,1.4,1.86,63.0,60.0,3.0,2.5
22.5,1.82,0.24,0.08,0.3,7.9,8.1,48.0,38.0,15.0,0.0,80.0,1.7,1.9,69.0,73.0,2.9,2.2
22.9,1.83,0.27,0.05,0.3,10.1,10.4,44.9,39.0,21.0,0.0,77.0,1.7,1.88,70.0,77.0,3.1,2.1
23.3,1.82,0.29,0.05,0.3,11.2,11.6,45.5,33.0,18.0,0.0,74.0,1.6,1.87,67.0,70.0,2.4,2.1
24.1,1.8,0.28,0.05,0.9,10.3,11.1,47.4,38.0,13.0,0.0,71.0,1.6,1.85,65.0,67.0,3.7,2.5
24.9,1.78,0.28,0.06,1.1,9.2,10.2,48.9,32.0,13.0,0.0,68.0,1.5,1.84,68.0,76.0,3.9,2.8
24.8,1.79,0.29,0.07,0.8,9.7,10.6,47.1,36.0,14.0,0.0,68.0,1.5,1.86,60.0,52.0,4.4,2.9
24.5,1.77,0.3,0.08,0.7,8.8,9.4,51.6,38.0,13.0,0.0,69.0,1.7,1.85,57.0,60.0,4.5,3.5
24.5,1.77,0.27,0.07,0.7,7.3,7.9,50.7,36.0,13.0,0.0,70.0,1.2,1.84,58.0,55.0,3.7,3.4
24.4,1.78,0.27,0.07,0.5,7.8,8.3,48.4,34.0,12.0,0.0,73.0,1.4,1.85,61.0,62.0,4.3,3.0
24.3,1.76,0.24,0.07,0.3,6.6,6.9,50.9,38.0,17.0,0.0,72.0,1.2,1.83,62.0,61.0,4.2,3.7
24.3,1.76,0.25,0.07,0.3,7.2,7.6,49.5,40.0,15.0,0.0,73.0,1.3,1.83,61.0,72.0,3.5,3.1
24.3,1.77,0.26,0.06,0.3,8.1,8.3,49.0,36.0,13.0,0.0,72.0,1.3,1.83,62.0,68.0,4.3,2.9
24.1,1.77,0.28,0.06,0.3,9.5,9.6,46.0,40.0,13.0,0.0,73.0,1.3,1.83,65.0,65.0,3.7,2.5
23.8,1.77,0.27,0.06,0.3,8.6,8.9,47.6,38.0,16.0,0.0,73.0,1.4,1.83,73.0,83.0,2.9,2.7
23.7,1.78,0.27,0.06,0.3,8.7,8.9,47.9,34.0,16.0,0.0,72.0,1.5,1.84,70.0,76.0,2.4,2.2
23.3,1.78,0.26,0.04,0.3,8.6,8.8,48.2,32.0,15.0,0.0,73.0,1.7,1.82,77.0,75.0,2.8,2.3
23.2,1.77,0.24,0.04,0.3,8.25,8.4,49.2,32.0,12.0,0.0,72.0,1.4,1.81,72.0,72.0,3.8,2.7
23.0,1.78,0.25,0.03,0.3,7.9,8.0,50.4,29.0,14.0,0.0,71.0,1.3,1.81,66.0,68.0,2.9,2.3
22.7,1.77,0.24,0.03,0.3,6.6,6.6,53.9,33.0,11.0,0.0,71.0,1.7,1.8,68.0,65.0,3.4,2.6
22.6,1.77,0.24,0.02,0.6,4.4,5.0,55.5,31.0,9.0,0.0,69.0,2.3,1.79,75.0,72.0,3.0,2.8
22.4,1.78,0.24,0.02,0.6,4.4,5.0,53.9,27.0,10.0,0.0,69.0,2.3,1.8,76.0,85.0,3.0,2.5
22.2,1.79,0.25,0.03,0.3,4.6,5.0,52.7,30.0,10.0,0.0,70.0,2.4,1.82,72.0,66.0,3.0,2.4
22.0,1.79,0.23,0.03,0.3,5.0,5.4,53.6,29.0,15.0,0.0,71.0,2.3,1.82,71.0,69.0,3.0,2.2
21.8,1.8,0.21,0.03,0.3,5.2,5.6,53.5,37.0,12.0,0.0,71.0,2.2,1.83,71.0,71.0,2.5,2.1
21.7,1.79,0.21,0.05,0.3,5.8,5.8,53.2,30.0,9.0,0.0,71.0,2.0,1.84,74.0,62.0,2.5,2.0
21.8,1.79,0.24,0.06,0.3,6.7,7.0,51.5,36.0,10.0,0.0,70.0,2.2,1.85,73.0,77.0,3.3,2.4
22.5,1.78,0.25,0.05,0.8,7.9,8.7,50.5,34.0,19.0,0.0,67.0,2.3,1.83,71.0,76.0,2.9,2.3
23.9,1.75,0.24,0.04,0.8,5.9,6.7,55.2,28.0,11.0,0.0,59.0,2.0,1.79,72.0,70.0,4.5,2.8
24.9,1.76,0.25,0.03,0.9,4.4,5.3,58.8,37.0,12.0,0.0,55.0,1.6,1.79,62.0,61.0,4.3,3.0
25.7,1.76,0.27,0.05,0.9,4.1,5.0,61.4,28.0,11.0,0.0,52.0,1.6,1.81,57.0,65.0,3.4,2.9
26.2,1.77,0.27,0.04,0.8,4.8,5.6,62.8,32.0,9.0,0.0,52.0,1.7,1.81,63.0,68.0,4.1,2.8
26.5,1.76,0.27,0.05,0.8,4.8,5.6,62.7,32.0,16.0,0.0,53.0,1.8,1.81,57.0,61.0,3.8,3.0
26.5,1.76,0.27,0.04,0.8,4.6,5.3,61.2,29.0,13.0,0.0,55.0,1.7,1.8,61.0,56.0,4.6,3.1
26.0,1.75,0.26,0.05,0.7,4.3,5.0,61.5,29.0,15.0,0.0,58.0,1.9,1.8,61.0,63.0,4.6,3.3
25.5,1.76,0.25,0.04,0.7,4.9,5.6,57.1,36.0,9.0,0.0,61.0,1.8,1.8,59.0,60.0,4.7,3.5
24.8,1.77,0.26,0.05,0.6,6.1,6.6,52.3,30.0,11.0,0.0,65.0,1.7,1.82,60.0,54.0,4.3,3.4
24.1,1.78,0.3,0.07,0.3,8.4,8.8,47.5,31.0,12.0,0.0,68.0,1.8,1.85,66.0,69.0,3.2,2.5
23.7,1.79,0.31,0.06,0.5,9.9,10.5,46.4,30.0,15.0,0.0,71.0,1.8,1.85,63.0,73.0,3.6,2.3
23.5,1.79,0.28,0.05,0.3,7.9,8.2,50.3,30.0,14.0,0.0,72.0,1.7,1.84,68.0,57.0,3.5,2.5
23.3,1.79,0.28,0.06,0.3,7.5,8.0,50.6,34.0,15.0,0.0,73.0,1.8,1.85,72.0,76.0,2.8,2.0
23.2,1.8,0.28,0.05,0.5,7.8,8.4,49.7,31.0,11.0,0.0,74.0,1.6,1.85,62.0,60.0,2.8,1.9
23.1,1.79,0.25,0.06,0.3,6.6,7.0,50.1,29.0,10.0,0.0,74.0,1.8,1.85,64.0,70.0,2.3,1.9
23.2,1.8,0.24,0.04,0.3,6.0,6.5,50.5,31.0,13.0,0.0,73.0,2.0,1.84,66.0,55.0,2.4,1.7
23.2,1.78,0.22,0.04,0.3,5.3,5.7,52.1,25.0,16.0,0.0,72.0,2.2,1.82,68.0,70.0,3.3,2.1
23.1,1.78,0.2,0.04,0.5,7.8,8.3,51.1,26.0,11.0,0.0,71.0,1.9,1.82,65.0,50.0,2.5,1.9
23.1,1.78,0.19,0.03,0.3,5.2,5.6,56.0,26.0,11.0,0.0,70.0,1.9,1.81,65.0,66.0,2.6,1.8
23.1,1.78,0.18,0.03,0.3,4.0,4.3,56.5,26.0,10.0,0.0,70.0,1.7,1.81,66.0,58.0,2.3,1.8
22.9,1.78,0.19,0.03,0.3,4.7,5.0,55.5,22.0,10.0,0.0,69.0,1.9,1.81,74.0,72.0,2.9,1.9
22.9,1.78,0.2,0.02,0.3,6.3,6.8,53.0,26.0,9.0,0.0,68.0,2.7,1.8,70.0,71.0,2.4,1.6
22.9,1.78,0.23,0.03,0.6,7.4,8.0,54.7,34.0,12.0,0.0,68.0,2.1,1.81,70.0,61.0,3.1,2.2
23.1,1.8,0.33,0.06,1.0,12.8,13.7,47.9,31.0,14.0,0.0,68.0,2.5,1.86,67.0,73.0,2.8,2.1
23.9,1.78,0.37,0.07,1.2,10.3,11.45,51.5,43.0,23.0,0.0,64.0,2.5,1.85,76.0,78.0,3.3,2.3
25.0,1.76,0.27,0.04,1.4,7.8,9.2,57.6,37.0,14.0,0.0,58.0,2.2,1.8,67.0,69.0,3.3,2.5
25.7,1.76,0.24,0.05,1.0,7.4,8.4,59.8,29.0,14.0,0.0,56.0,2.0,1.81,65.0,59.0,3.5,2.5
26.5,1.77,0.26,0.07,1.1,7.6,8.7,63.0,31.666666666666668,15.0,0.0,54.0,2.0,1.84,65.0,73.0,2.6,2.3
26.6,1.78,0.26,0.06,1.3,8.5,9.8,62.5,34.333333333333336,16.0,0.0,56.0,2.3,1.84,57.0,58.0,4.3,3.0
26.2,1.76,0.23,0.06,1.0,7.1,8.1,53.9,37.0,17.0,0.0,57.0,2.0,1.82,60.0,62.0,3.7,2.9
25.9,1.76,0.23,0.05,1.3,7.2,8.5,56.8,32.0,14.0,0.0,57.0,2.1,1.81,63.0,58.0,3.5,2.5
25.2,1.76,0.23,0.06,0.9,7.2,8.1,53.4,32.0,11.0,0.0,59.0,1.9,1.82,62.0,56.0,3.6,2.8
24.7,1.76,0.26,0.08,1.0,9.9,10.9,49.6,31.0,12.0,0.0,60.0,2.1,1.84,67.0,62.0,3.3,2.4
24.0,1.77,0.31,0.1,0.8,12.0,12.8,47.6,34.0,14.0,0.0,63.0,2.1,1.87,69.0,76.0,3.1,2.2
23.4,1.78,0.35,0.14,0.6,13.7,14.3,43.9,29.0,15.0,0.0,65.0,2.1,1.92,77.0,88.0,2.8,2.0
23.2,1.79,0.4,0.17,0.9,19.4,20.2,33.2,36.0,18.0,0.0,65.0,3.3,1.96,75.0,73.0,3.0,2.3
23.1,1.82,0.53,0.23,1.0,28.0,29.0,22.3,36.0,16.0,0.0,66.0,3.9,2.05,74.0,74.0,2.6,2.2
22.7,1.83,0.58,0.25,1.2,29.0,30.2,20.4,36.0,14.0,0.0,69.0,4.0,2.08,74.0,74.0,3.1,2.4
22.4,1.83,0.48,0.19,0.8,24.4,25.3,26.8,29.0,17.0,0.0,71.0,3.7,2.02,72.0,74.0,2.8,2.0
22.2,1.83,0.35,0.12,0.5,16.7,17.2,34.5,29.0,10.0,0.0,72.0,3.9,1.95,70.0,78.0,2.1,1.7
21.9,1.87,0.34,0.14,0.6,16.6,17.2,31.5,26.0,18.0,0.0,73.0,2.5,2.01,58.0,48.0,2.1,1.7
21.8,1.88,0.33,0.16,0.3,19.5,19.7,29.2,30.0,18.0,0.0,73.0,2.7,2.04,54.0,45.0,2.5,1.7
21.9,1.83,0.26,0.11,0.3,14.7,14.9,36.5,28.0,14.0,0.0,73.0,2.6,1.94,72.0,78.0,2.2,1.9
21.9,1.84,0.23,0.1,0.3,12.3,12.5,38.4,30.0,13.0,0.0,72.0,2.5,1.94,73.0,80.0,2.1,1.5
22.2,1.83,0.21,0.08,0.3,10.9,11.2,41.4,26.0,13.0,0.0,70.0,2.7,1.91,72.0,65.0,2.1,1.8
22.5,1.8,0.18,0.04,0.3,8.7,8.9,46.0,23.0,14.0,0.0,67.0,3.0,1.84,67.0,59.0,1.8,1.4
22.5,1.82,0.24,0.07,0.3,12.1,12.4,42.3,27.0,10.0,0.0,67.0,2.6,1.89,64.0,54.0,1.7,1.3
23.2,1.79,0.31,0.08,1.2,14.0,15.3,44.3,31.0,14.0,0.0,63.0,2.8,1.87,61.0,45.0,3.0,2.1
24.6,1.77,0.32,0.08,1.7,13.7,15.4,48.2,31.0,18.0,0.0,58.0,2.5,1.85,77.0,72.0,3.3,2.2
26.2,1.75,0.24,0.05,1.2,7.9,9.1,55.6,33.0,12.0,0.0,52.0,1.4,1.8,67.0,69.0,3.1,2.6
27.3,1.77,0.25,0.09,1.2,8.9,10.1,59.6,37.0,12.0,0.0,50.0,1.5,1.86,58.0,44.0,3.0,2.3
28.1,1.78,0.32,0.14,1.1,11.1,12.2,73.3,42.0,19.0,0.0,49.0,1.9,1.92,64.0,57.0,2.6,2.2
28.2,1.76,0.27,0.1,1.1,10.4,11.5,70.5,39.0,19.0,0.0,52.0,2.2,1.86,63.0,56.0,2.5,1.9
27.8,1.75,0.22,0.08,0.7,7.2,7.8,66.0,34.0,16.0,0.0,52.0,1.9,1.83,61.0,64.0,3.1,2.0
27.5,1.75,0.21,0.09,0.7,6.9,7.6,61.9,32.0,14.0,0.0,54.0,1.8,1.84,57.0,53.0,3.0,2.2
26.8,1.76,0.21,0.08,0.7,7.5,8.2,54.9,34.0,13.0,0.0,55.0,1.6,1.84,61.0,66.0,3.3,2.3
25.5,1.77,0.23,0.11,0.3,8.2,8.6,50.2,41.0,16.0,0.0,63.0,1.5,1.88,61.0,59.0,2.9,2.6
24.9,1.79,0.3,0.19,0.3,13.8,13.9,42.1,36.0,18.0,0.0,66.0,1.9,1.98,63.0,79.0,2.3,2.2
24.8,1.8,0.39,0.16,0.3,19.5,19.9,33.0,30.0,16.0,0.0,64.0,2.4,1.96,70.0,85.0,1.4,1.5
24.6,1.78,0.35,0.12,0.3,15.3,15.8,35.4,34.0,15.0,0.0,64.0,1.6,1.9,73.0,85.0,1.8,1.3
24.5,1.78,0.3,0.09,0.3,11.6,11.9,39.5,28.0,11.0,0.0,64.0,1.3,1.87,71.0,71.0,1.6,1.5
24.2,1.78,0.27,0.08,0.3,10.8,11.1,39.0,21.0,16.0,0.0,66.0,1.4,1.86,61.0,62.0,2.1,1.4
24.1,1.79,0.27,0.09,0.3,10.8,11.2,36.6,23.0,13.0,0.0,67.0,1.5,1.88,72.0,84.0,1.5,1.1
24.0,1.81,0.26,0.09,0.3,11.9,12.1,34.3,21.0,11.0,0.0,67.0,1.6,1.9,74.0,70.0,1.1,0.8
23.9,1.81,0.25,0.08,0.3,10.7,11.0,34.2,21.0,9.0,0.0,68.0,2.4,1.89,84.0,57.0,1.1,0.9
23.8,1.81,0.22,0.08,0.3,11.3,11.5,32.4,24.0,12.0,0.0,69.0,2.3,1.89,83.0,73.0,1.1,0.9
23.4,1.83,0.2,0.07,0.3,10.1,10.3,31.9,21.0,12.0,0.0,70.0,2.1,1.9,59.0,53.0,1.1,0.9
23.3,1.9,0.23,0.14,0.3,16.4,16.7,24.5,28.0,15.0,0.0,72.0,4.0,2.04,63.0,63.0,1.7,1.2
23.4,1.87,0.19,0.14,0.3,15.5,15.9,27.0,30.0,15.0,0.0,73.0,4.7,2.01,70.0,69.0,1.0,0.9
23.4,1.88,0.21,0.11,0.3,17.2,17.5,24.5,31.0,13.0,0.0,73.0,4.6,1.99,69.0,72.0,1.9,1.2
23.5,1.83,0.2,0.1,0.3,14.2,14.7,32.0,28.0,11.0,0.0,75.0,3.7,1.93,69.0,68.0,2.0,1.7
23.9,1.82,0.34,0.11,2.7,20.6,23.3,26.4,32.0,18.0,0.0,75.0,4.2,1.93,70.0,82.0,2.0,1.4
24.8,1.79,0.29,0.1,2.5,13.8,16.3,39.2,35.0,15.0,0.0,71.0,3.1,1.89,57.0,62.0,3.0,2.2
26.1,1.78,0.25,0.11,2.1,10.7,12.7,44.8,38.0,17.0,0.0,65.0,2.8,1.89,56.0,76.0,2.3,2.0
26.6,1.77,0.23,0.1,1.7,9.3,11.0,52.2,34.0,16.0,0.0,62.0,2.6,1.87,59.0,51.0,3.1,2.4
26.9,1.76,0.22,0.11,1.0,7.6,8.6,59.3,29.0,16.0,0.0,59.0,2.4,1.87,58.0,54.0,3.2,2.3
27.7,1.75,0.22,0.09,0.9,7.7,8.6,66.3,28.0,17.0,0.0,56.0,2.6,1.84,57.0,51.0,2.0,2.0
27.5,1.74,0.2,0.07,0.5,6.3,6.9,64.5,29.0,15.0,0.0,56.0,2.4,1.81,64.0,71.0,3.5,2.6
26.9,1.76,0.18,0.07,0.3,6.4,6.9,62.7,39.0,13.0,0.0,60.0,2.5,1.83,67.0,74.0,2.6,2.2
26.3,1.77,0.21,0.08,0.3,7.1,7.5,62.4,38.0,20.0,0.0,64.0,2.2,1.85,62.0,72.0,2.9,2.4
25.7,1.78,0.24,0.1,0.3,9.2,9.6,55.6,41.0,20.0,0.0,67.0,2.4,1.88,62.0,72.0,2.9,2.1
25.0,1.77,0.28,0.09,0.3,12.4,12.7,51.8,42.0,19.0,0.0,69.0,2.0,1.86,72.0,59.0,2.3,1.9
24.7,1.79,0.32,0.11,0.3,12.9,13.1,50.7,38.0,20.0,0.0,72.0,2.3,1.9,73.0,82.0,2.4,1.7
24.5,1.8,0.32,0.14,0.3,15.5,15.6,41.3,34.0,19.0,0.0,70.0,3.4,1.94,73.0,73.0,2.6,1.9
24.3,1.8,0.34,0.14,0.3,18.1,18.4,33.6,34.0,17.0,0.0,70.0,4.1,1.94,73.0,99.0,1.9,1.5
24.1,1.81,0.36,0.15,0.6,19.5,20.1,28.6,31.0,16.0,0.0,68.0,3.3,1.96,72.0,48.0,1.7,1.4
24.0,1.81,0.32,0.13,0.3,18.5,18.9,29.4,28.0,11.0,0.0,68.0,3.8,1.94,83.0,91.0,1.2,1.1
23.9,1.85,0.3,0.17,0.3,18.9,19.3,28.5,30.0,16.0,0.0,70.0,4.6,2.02,58.0,73.0,2.0,1.3
23.6,1.84,0.27,0.18,0.3,15.9,16.2,28.2,25.0,21.0,0.0,73.0,3.3,2.02,73.0,68.0,2.3,1.8
23.4,1.88,0.35,0.24,0.3,21.2,21.3,21.2,30.0,16.0,0.0,75.0,3.6,2.12,71.0,85.0,2.0,1.5
23.3,1.85,0.28,0.15,0.3,18.0,18.3,29.4,33.0,19.0,0.0,76.0,3.5,2.0,76.0,78.0,2.5,2.0
23.4,1.81,0.21,0.09,0.3,10.9,11.1,43.8,32.0,17.0,0.0,74.0,2.9,1.9,69.0,77.0,2.3,1.8
23.6,1.79,0.17,0.05,0.3,8.3,8.3,48.7,27.0,13.0,0.0,69.0,2.7,1.84,72.0,61.0,2.0,1.8
23.4,1.8,0.19,0.07,0.3,9.2,9.3,48.8,29.0,16.0,0.0,69.0,2.3,1.87,70.0,69.0,2.7,1.9
23.5,1.79,0.21,0.06,0.3,11.6,11.8,48.3,29.0,14.0,0.0,68.0,3.2,1.85,72.0,64.0,2.5,2.2
24.0,1.8,0.32,0.09,0.8,15.1,15.9,47.6,32.0,17.0,0.0,67.0,2.3,1.89,73.0,75.0,3.5,2.5
24.9,1.8,0.3,0.08,1.0,12.5,13.5,57.2,42.0,22.0,0.0,62.0,2.0,1.88,61.0,60.0,3.8,2.7
25.5,1.79,0.27,0.09,0.7,10.2,10.9,61.4,48.0,23.0,0.0,62.0,1.6,1.88,61.0,55.0,3.8,3.0
26.4,1.8,0.27,0.1,0.8,9.5,10.2,67.5,42.0,26.0,0.0,57.0,1.4,1.9,57.0,58.0,4.1,2.8
26.8,1.81,0.29,0.13,0.7,11.4,12.2,67.8,45.0,27.0,0.0,53.0,1.8,1.94,59.0,60.0,3.5,2.8
27.2,1.79,0.26,0.1,0.8,9.4,10.2,71.4,42.0,25.0,0.0,54.0,1.7,1.89,60.0,57.0,3.1,2.7
27.5,1.78,0.25,0.09,0.6,9.4,10.1,73.1,39.0,16.0,0.0,57.0,1.8,1.87,58.0,54.0,3.5,2.2
27.3,1.76,0.21,0.12,0.6,8.8,9.3,66.1,43.0,18.0,0.0,60.0,1.9,1.88,62.0,62.0,4.4,3.0
26.5,1.76,0.22,0.11,0.7,9.2,9.9,61.6,42.0,16.0,0.0,65.0,1.7,1.87,62.0,60.0,3.2,2.9
25.8,1.77,0.24,0.11,0.7,12.5,13.3,52.5,38.0,19.0,0.0,67.0,2.0,1.88,63.0,66.0,2.8,2.7
24.9,1.78,0.29,0.11,0.3,14.4,14.7,46.2,41.0,14.0,0.0,70.0,1.7,1.89,66.0,66.0,3.2,2.7
24.4,1.79,0.32,0.13,0.3,13.3,13.5,43.0,40.0,18.0,0.0,73.0,1.4,1.92,60.0,57.0,2.7,2.3
24.2,1.8,0.37,0.19,0.3,18.7,18.8,33.0,36.0,18.0,0.0,73.0,2.3,1.99,73.0,72.0,3.3,2.1
24.1,1.78,0.34,0.13,0.3,17.4,17.6,33.7,37.0,14.0,0.0,72.0,3.4,1.91,74.0,71.0,3.2,2.4
